id,hotel_name,marks,city,satisfaction,reviews,price,distances,descriptions,stars,breakfast
6826,Eighty Four Luxury Rooms,8.9,VaticanoPrati,Excellent,284,838,2.2,Double Room,3,Not included
6827,Vaticano84,8.2,VaticanoPrati,Very Good,187,413,2.9,Comfort Double Room,3,Breakfast included
6828,Orange Garden B&B,8,VaticanoPrati,Very Good,538,461,2,Double Room,3,Not included
6829,Sweet Holidays In Rome,8.4,CentralStation,Very Good,585,350,2,Single Room with Balcony,3,Not included
6830,Relais Calamatta,8.8,VaticanoPrati,Excellent,125,456,1.3,Single Room,3,Not included
6831,Amica Roma B&B,9.3,VaticanoPrati,Wonderful,240,460,2.8,Double Room with Balcony,3,Breakfast included
6832,Gasometer Urban Suites,9.1,Ostiense,Wonderful,556,486,2.7,Junior Suite,4,Not included
6833,Campo Marzio Luxury Suites,8.7,Spagna,Excellent,439,1283,0.9,Deluxe Triple Room,4,Breakfast included
6834,Hotel Eliseo,7.2,ViaVeneto,Good,406,393,1.5,Single Room,4,Breakfast included
6835,Hotel Imperiale by OMNIA hotels,7.7,ViaVeneto,Good,595,846,1.1,Single Room,4,Not included
6836,Let's go to Rome,8.1,Gianicolense,Very Good,69,533,2.5,Deluxe Double or Twin Room with Balcony,3,Breakfast included
6837,Vatican Charme,9.1,VaticanoPrati,Wonderful,227,486,2.3,Double Room,4,Breakfast included
6838,Villa Spalletti Trivelli - Small Luxury Hotels of the World,9.7,RioneMonti,Exceptional,145,1846,0.6,Romantic Room,4,Breakfast included
6839,Premiere Classe Wroclaw Centrum,7.4,Krzyki,Good,6585,184,1.8,Double Room,1,Not included
6840,B&B Hotel Wroc?aw Centrum,8.2,StareMiasto,Very Good,6898,239,0.7,Double Room,2,Not included
6841,Hotel ?l?sk,8,Fabryczna,Very Good,2927,244,2.7,Twin Room,3,Not included
6842,Hostel Wratislavia,8.3,Krzyki,Very Good,2609,52,1.3,Bed in 6-Bed Mixed Dormitory Room with Bathroom,0,Not included
6843,FOKA Hostel,8.9,StareMiasto,Excellent,355,100,1.2,Bed in 4-Bed Female Dormitory Room,0,Not included
6844,HP Park Plaza,8.6,?ródmie?cie,Excellent,4816,327,0.8,Single Room,4,Not included
6845,Wyndham Wroclaw Old Town,8.5,StareMiasto,Very Good,3417,405,0.2,Superior Single Room with Spa Access,5,Not included
6846,DB Hotel Wroc?aw,9.2,StareMiasto,Wonderful,4937,327,1.9,Large Single Room,4,Not included
6847,Ibis Styles Wroclaw Centrum,8.8,Krzyki,Excellent,3349,370,1.4,Standard Double Room,3,Breakfast included
6848,Herbal Hotel Wroc?aw,9.1,StareMiasto,Wonderful,1284,299,0.5,Standard Queen Room,3,Not included
6849,Campanile Wroclaw Centrum,7.6,Krzyki,Good,3518,232,1.8,Superior Twin Room,3,Not included
6850,Quantum Hostel,8.2,StareMiasto,Very Good,1428,83,0.2,Bed in Male Dormitory Room,0,Not included
6851,Radisson Blu Hotel Wroclaw,8.6,StareMiasto,Excellent,3472,405,0.9,Standard Room,5,Not included
6852,Jasek Premium Hotel Wroc?aw,8.4,PsiePole,Very Good,2693,257,7.2,Single Room,3,Breakfast included
6853,Scandic Wroc?aw,8.6,StareMiasto,Excellent,6071,306,1,Standard Queen Room,4,Not included
6854,The Bridge Wroclaw - MGallery,9.1,?ródmie?cie,Wonderful,2198,540,1.2,Classic Family Room,5,Not included
6855,Kamienica Pod Anio?ami,8.9,StareMiasto,Excellent,2794,190,0.3,Single Room,3,Not included
6856,PURO Wroc?aw Stare Miasto,9.1,StareMiasto,Wonderful,4167,485,0.5,Classic Double Room,4,Not included
6857,DoubleTree by Hilton Wroclaw,8.7,StareMiasto,Excellent,2124,599,0.9,Twin Guest Room,5,Not included
6858,"Hostel, Pokoje go?cinne Mleczarnia - Ozonowane",8.6,StareMiasto,Excellent,1011,80,0.5,Bed in 8-Bed Female Dormitory Room,0,Not included
6859,Basecamp Wroclaw,8.7,?ródmie?cie,Excellent,593,245,1.3,Single Room,3,Not included
6860,Boutique Hotel's,7.9,Fabryczna,Good,3244,202,3.7,Single Room,3,Not included
6861,Hotel Patio Old Town,8.4,StareMiasto,Very Good,2480,278,0.2,Standard Double Room,3,Not included
6862,30th+ Floor Apartments in Sky Tower,8.9,Krzyki,Excellent,2959,649,1.9,Suite with City View,4,Not included
6863,Art Hotel,8.7,StareMiasto,Excellent,1497,346,0.2,Standard Single Room,4,Not included
6864,Hotel Grand City Wroc?aw,8.6,StareMiasto,Excellent,2101,399,0.2,Standard Queen Room,4,Not included
6865,Boutique Hotel's,7.9,Fabryczna,Good,3244,202,3.7,Single Room,3,Not included
6866,Hotel Europejski Wroc?aw Centrum,7.9,StareMiasto,Good,2006,243,1.1,Single Room,3,Not included
6867,AC Hotel by Marriott Wroclaw,8.9,StareMiasto,Excellent,978,489,0.4,Standard Double Room,4,Not included
6868,Hotel Gem,8.5,?ródmie?cie,Very Good,1797,200,3.2,Single Room,3,Not included
